"","ID","logFC","logCPM","F","PValue","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Function..CC.","Gene.Names..primary.","Gene.Ontology..GO.","Interacts.with","Subcellular.location..CC.","Ensembl","FDR"
"16271","SLC16A9",1.37167871831749,3.50419946155204,35.3947848800588,3.18645460858435e-08,"Q7RTY1","Q7RTY1","reviewed","MOT9_HUMAN","Monocarboxylate transporter 9 (MCT 9) (Solute carrier family 16 member 9)","SLC16A9 C10orf36 MCT9","FUNCTION: Proton-linked monocarboxylate transporter. May catalyze the transport of monocarboxylates across the plasma membrane. {ECO:0000250}.","SLC16A9","integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; carnitine transmembrane transporter activity [GO:0015226]; creatine transmembrane transporter activity [GO:0005308]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; symporter activity [GO:0015293]; carnitine transmembrane transport [GO:1902603]; creatine transmembrane transport [GO:0015881]; monocarboxylic acid transport [GO:0015718]; urate metabolic process [GO:0046415]","Q14240; Q9NSK0; Q9Y3B7","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.","ENST00000395347.1;ENST00000395348.8;",4.32738238371359e-06
"16281","SLC1A4",1.06872976939004,4.40586850484366,37.9725071779565,1.17965723423461e-08,"P43007","P43007","reviewed","SATT_HUMAN","Neutral amino acid transporter A (Alanine/serine/cysteine/threonine transporter 1) (ASCT-1) (Solute carrier family 1 member 4)","SLC1A4 ASCT1 SATT","FUNCTION: Sodium-dependent neutral amino-acid transporter that mediates transport of alanine, serine, cysteine, proline, hydroxyproline and threonine. {ECO:0000269|PubMed:14502423, ECO:0000269|PubMed:26041762, ECO:0000269|PubMed:8101838, ECO:0000269|PubMed:8340364}.","SLC1A4","cell surface [GO:0009986]; centrosome [GO:0005813]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intermediate filament [GO:0005882]; melanosome [GO:0042470]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]; amino acid transmembrane transporter activity [GO:0015171]; chloride channel activity [GO:0005254]; L-alanine transmembrane transporter activity [GO:0015180]; L-aspartate transmembrane transporter activity [GO:0015183]; L-cystine transmembrane transporter activity [GO:0015184]; L-glutamine transmembrane transporter activity [GO:0015186]; L-hydroxyproline transmembrane transporter activity [GO:0034590]; L-proline transmembrane transporter activity [GO:0015193]; L-serine transmembrane transporter activity [GO:0015194]; L-threonine transmembrane transporter activity [GO:0015195]; neutral amino acid transmembrane transporter activity [GO:0015175]; symporter activity [GO:0015293]; amino acid transport [GO:0006865]; cognition [GO:0050890]; glutamine transport [GO:0006868]; hydroxyproline transport [GO:0034589]; L-alanine import across plasma membrane [GO:1904273]; L-alanine transport [GO:0015808]; L-aspartate import across plasma membrane [GO:0140009]; L-cystine transport [GO:0015811]; L-glutamate transmembrane transport [GO:0015813]; L-serine import across plasma membrane [GO:1903812]; L-serine transport [GO:0015825]; proline transport [GO:0015824]; synaptic transmission, glutamatergic [GO:0035249]; threonine transport [GO:0015826]; transport across blood-brain barrier [GO:0150104]","","SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:17081065}; Multi-pass membrane protein {ECO:0000255}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:17081065}.","ENST00000234256.4 [P43007-1];ENST00000531327.5 [P43007-2];",1.83090292640413e-06
"16282","SLC1A5",1.07763631830905,5.32564307146995,63.7236999826989,1.42558224360116e-12,"Q15758","Q15758","reviewed","AAAT_HUMAN","Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5)","SLC1A5 ASCT2 M7V1 RDR RDRC","FUNCTION: Sodium-dependent amino acids transporter that has a broad substrate specificity, with a preference for zwitterionic amino acids. It accepts as substrates all neutral amino acids, including glutamine, asparagine, and branched-chain and aromatic amino acids, and excludes methylated, anionic, and cationic amino acids (PubMed:8702519, PubMed:29872227). Through binding of the fusogenic protein syncytin-1/ERVW-1 may mediate trophoblasts syncytialization, the spontaneous fusion of their plasma membranes, an essential process in placental development (PubMed:10708449, PubMed:23492904). {ECO:0000269|PubMed:10708449, ECO:0000269|PubMed:23492904, ECO:0000269|PubMed:29872227, ECO:0000269|PubMed:8702519}.; FUNCTION: (Microbial infection) Acts as a cell surface receptor for Feline endogenous virus RD114. {ECO:0000269|PubMed:10051606, ECO:0000269|PubMed:10196349}.; FUNCTION: (Microbial infection) Acts as a cell surface receptor for Baboon M7 endogenous virus. {ECO:0000269|PubMed:10196349}.; FUNCTION: (Microbial infection) Acts as a cell surface receptor for type D simian retroviruses. {ECO:0000269|PubMed:10196349}.","SLC1A5","basal plasma membrane [GO:0009925]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; melanosome [GO:0042470]; membrane [GO:0016020]; plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamine transmembrane transporter activity [GO:0015186]; L-serine transmembrane transporter activity [GO:0015194]; metal ion binding [GO:0046872]; neutral amino acid transmembrane transporter activity [GO:0015175]; signaling receptor activity [GO:0038023]; symporter activity [GO:0015293]; virus receptor activity [GO:0001618]; amino acid transport [GO:0006865]; glutamine secretion [GO:0010585]; glutamine transport [GO:0006868]; L-aspartate import across plasma membrane [GO:0140009]; L-glutamine import across plasma membrane [GO:1903803]; neutral amino acid transport [GO:0015804]; protein homotrimerization [GO:0070207]; transport across blood-brain barrier [GO:0150104]","O95236-2; P60201-2; Q99942; A5PKU2","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8702519, ECO:0000305|PubMed:29872227}; Multi-pass membrane protein {ECO:0000269|PubMed:29872227}. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.","ENST00000412532.6 [Q15758-3];ENST00000434726.6 [Q15758-2];ENST00000542575.6 [Q15758-1];",5.57573727117286e-10
"16341","SLC25A6",0.454835293437256,6.2377903390697,15.268298045053,0.000160683178969834,"P12236","P12236","reviewed","ADT3_HUMAN","ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]","SLC25A6 AAC3 ANT3 CDABP0051","FUNCTION: ADP:ATP antiporter that mediates import of ADP into the mitochondrial matrix for ATP synthesis, and export of ATP out to fuel the cell (By similarity). Cycles between the cytoplasmic-open state (c-state) and the matrix-open state (m-state): operates by the alternating access mechanism with a single substrate-binding site intermittently exposed to either the cytosolic (c-state) or matrix (m-state) side of the inner mitochondrial membrane (By similarity). In addition to its ADP:ATP antiporter activity, also involved in mitochondrial uncoupling and mitochondrial permeability transition pore (mPTP) activity (PubMed:15033708). Plays a role in mitochondrial uncoupling by acting as a proton transporter: proton transport uncouples the proton flows via the electron transport chain and ATP synthase to reduce the efficiency of ATP production and cause mitochondrial thermogenesis (By similarity). Proton transporter activity is inhibited by ADP:ATP antiporter activity, suggesting that SLC25A6/ANT3 acts as a master regulator of mitochondrial energy output by maintaining a delicate balance between ATP production (ADP:ATP antiporter activity) and thermogenesis (proton transporter activity) (By similarity). Proton transporter activity requires free fatty acids as cofactor, but does not transport it (By similarity). Also plays a key role in mPTP opening, a non-specific pore that enables free passage of the mitochondrial membranes to solutes of up to 1.5 kDa, and which contributes to cell death (PubMed:15033708). It is however unclear if SLC25A6/ANT3 constitutes a pore-forming component of mPTP or regulates it (By similarity). {ECO:0000250|UniProtKB:G2QNH0, ECO:0000250|UniProtKB:P48962, ECO:0000269|PubMed:15033708}.","SLC25A6","integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]; ATP:ADP antiporter activity [GO:0005471]; apoptotic process [GO:0006915]; mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]","P63010; Q15323; Q5S007; Q9BRK4; Q9UJV3-2; Q5JR59; Q7Z3S9; Q8WW24; Q13077; P36406; Q15654; P21796; P0C0U1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P02722}; Multi-pass membrane protein {ECO:0000255}. Membrane {ECO:0000269|PubMed:27641616}; Multi-pass membrane protein {ECO:0000255}. Note=The complex formed with ARL2BP, ARL2 and SLC25A6/ANT3 is expressed in mitochondria (By similarity). May localize to non-mitochondrial membranes (By similarity). {ECO:0000250|UniProtKB:P12235}.","ENST00000381401.11;",0.00565165512218357
"16357","SLC2A1",0.700060950043676,5.81846488588031,27.0704038222852,9.05588439926322e-07,"P11166","P11166","reviewed","GTR1_HUMAN","Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)","SLC2A1 GLUT1","FUNCTION: Facilitative glucose transporter, which is responsible for constitutive or basal glucose uptake (PubMed:18245775, PubMed:19449892, PubMed:25982116, PubMed:27078104, PubMed:10227690). Has a very broad substrate specificity; can transport a wide range of aldoses including both pentoses and hexoses (PubMed:18245775, PubMed:19449892). Most important energy carrier of the brain: present at the blood-brain barrier and assures the energy-independent, facilitative transport of glucose into the brain (PubMed:10227690). In association with BSG and NXNL1, promotes retinal cone survival by increasing glucose uptake into photoreceptors (By similarity). {ECO:0000250|UniProtKB:P46896, ECO:0000269|PubMed:10227690, ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:25982116, ECO:0000269|PubMed:27078104}.","SLC2A1","apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; blood microparticle [GO:0072562]; caveola [GO:0005901]; cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; female germ cell nucleus [GO:0001674]; female pronucleus [GO:0001939]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; intercalated disc [GO:0014704]; melanosome [GO:0042470]; membrane [GO:0016020]; midbody [GO:0030496]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; sarcolemma [GO:0042383]; Z disc [GO:0030018]; D-glucose transmembrane transporter activity [GO:0055056]; dehydroascorbic acid transmembrane transporter activity [GO:0033300]; glucose transmembrane transporter activity [GO:0005355]; hexose transmembrane transporter activity [GO:0015149]; identical protein binding [GO:0042802]; kinase binding [GO:0019900]; long-chain fatty acid transporter activity [GO:0005324]; protein self-association [GO:0043621]; xenobiotic transmembrane transporter activity [GO:0042910]; cellular hyperosmotic response [GO:0071474]; cellular response to glucose starvation [GO:0042149]; cellular response to mechanical stimulus [GO:0071260]; central nervous system development [GO:0007417]; cerebral cortex development [GO:0021987]; dehydroascorbic acid transport [GO:0070837]; female pregnancy [GO:0007565]; glucose import [GO:0046323]; glucose import across plasma membrane [GO:0098708]; glucose transmembrane transport [GO:1904659]; L-ascorbic acid metabolic process [GO:0019852]; long-chain fatty acid import across plasma membrane [GO:0015911]; monosaccharide transmembrane transport [GO:0015749]; photoreceptor cell maintenance [GO:0045494]; protein-containing complex assembly [GO:0065003]; response to hypoxia [GO:0001666]; response to insulin [GO:0032868]; response to Thyroglobulin triiodothyronine [GO:1904016]; transport across blood-brain barrier [GO:0150104]","O43889-2; P11166","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:23219802, ECO:0000269|PubMed:24847886, ECO:0000269|PubMed:25982116, ECO:0000269|PubMed:30197081}; Multi-pass membrane protein {ECO:0000255}. Melanosome {ECO:0000269|PubMed:17081065}. Photoreceptor inner segment {ECO:0000250|UniProtKB:P17809}. Note=Localizes primarily at the cell surface (PubMed:18245775, PubMed:19449892, PubMed:23219802, PubMed:25982116, PubMed:24847886). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). {ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:23219802, ECO:0000269|PubMed:24847886, ECO:0000269|PubMed:25982116}.","ENST00000426263.10;",7.34841806273823e-05
"16410","SLC38A1",0.654375210546614,5.58784045717756,28.0031485184246,6.15427404122782e-07,"Q9H2H9","Q9H2H9","reviewed","S38A1_HUMAN","Sodium-coupled neutral amino acid symporter 1 (Amino acid transporter A1) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1)","SLC38A1 ATA1 NAT2 SAT1 SNAT1","FUNCTION: Symporter that cotransports short-chain neutral amino acids and sodium ions from the extraccellular to the intracellular side of the cell membrane (PubMed:20599747, PubMed:10891391). The transport is elctrogenic, pH dependent and driven by the Na(+) electrochemical gradient (PubMed:10891391). Participates in the astroglia-derived glutamine transport into GABAergic interneurons for neurotransmitter GABA de novo synthesis (By similarity). May also contributes to amino acid transport in placental trophoblasts (PubMed:20599747). Also regulates synaptic plasticity (PubMed:12388062). {ECO:0000250|UniProtKB:Q8K2P7, ECO:0000250|UniProtKB:Q9JM15, ECO:0000269|PubMed:10891391, ECO:0000269|PubMed:12388062, ECO:0000269|PubMed:20599747}.","SLC38A1","axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; external side of apical plasma membrane [GO:0098591]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; alanine:sodium symporter activity [GO:0015655]; amino acid transmembrane transporter activity [GO:0015171]; amino acid:sodium symporter activity [GO:0005283]; glycine:sodium symporter activity [GO:0015375]; L-amino acid transmembrane transporter activity [GO:0015179]; L-glutamine transmembrane transporter activity [GO:0015186]; neutral amino acid transmembrane transporter activity [GO:0015175]; neutral amino acid:sodium symporter activity [GO:0005295]; proline:sodium symporter activity [GO:0005298]; amino acid import [GO:0043090]; amino acid transmembrane transport [GO:0003333]; amino acid transport [GO:0006865]; female pregnancy [GO:0007565]; gamma-aminobutyric acid biosynthetic process [GO:0009449]; glutamine metabolic process [GO:0006541]; glutamine transport [GO:0006868]; L-alpha-amino acid transmembrane transport [GO:1902475]; neurotransmitter uptake [GO:0001504]; neutral amino acid transport [GO:0015804]; positive regulation of L-glutamine import across plasma membrane [GO:1901036]; regulation of synaptic plasticity [GO:0048167]; regulation of synaptic transmission, GABAergic [GO:0032228]; transport across blood-brain barrier [GO:0150104]","Q86WK6; Q13520; O95393; Q86Z23; P11912; Q969F0; O15552; Q8TDT2; O15529; Q14416; P24593; Q01638-2; Q9BQ51; O15173; Q01453; Q9NS64; O95968; Q9NY72; Q8N6R1; Q14973; Q3KNW5; Q9UKG4; Q9BZL3; Q8WWF3; P0DN84; Q9H2L4; Q6ZT21; A5PKU2","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15054072}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9JM15}. Note=Restricted to the somatodendritic compartment of neurons. Found in the cellular processes of neurons in the developing brain. {ECO:0000250|UniProtKB:Q9JM15}.","ENST00000398637.10;ENST00000439706.5;ENST00000546893.5;ENST00000549049.5;",5.32535323673678e-05
"16429","SLC3A2",0.695221925541097,5.55926423506704,33.1118336354346,7.80825006967845e-08,"P08195","P08195","reviewed","4F2_HUMAN","4F2 cell-surface antigen heavy chain (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)","SLC3A2 MDU1","FUNCTION: Component of several heterodimeric complexes involved in amino acid transport (PubMed:11557028, PubMed:9829974, PubMed:9751058, PubMed:10391915, PubMed:10574970, PubMed:11311135, PubMed:30341327). The precise substrate specificity depends on the other subunit in the heterodimer (PubMed:9829974, PubMed:9751058, PubMed:10391915, PubMed:10574970, PubMed:30867591, PubMed:10903140). The complexes function as amino acid exchangers (PubMed:11557028, PubMed:10903140, PubMed:12117417, PubMed:12225859, PubMed:30867591). The homodimer functions as sodium-independent, high-affinity transporter that mediates uptake of large neutral amino acids such as phenylalanine, tyrosine, L-DOPA, leucine, histidine, methionine and tryptophan (PubMed:9751058, PubMed:11557028, PubMed:11311135, PubMed:11564694, PubMed:12117417, PubMed:12225859, PubMed:25998567, PubMed:30867591). The heterodimer formed by SLC3A2 and SLC7A6 or SLC3A2 and SLC7A7 mediates the uptake of dibasic amino acids (PubMed:9829974, PubMed:10903140). The heterodimer with SLC7A5/LAT1 mediates the transport of thyroid hormones triiodothyronine (T3) and thyroxine (T4) across the cell membrane (PubMed:11564694, PubMed:12225859). The heterodimer with SLC7A5/LAT1 is involved in the uptake of toxic methylmercury (MeHg) when administered as the L-cysteine or D,L-homocysteine complexes (PubMed:12117417). The heterodimer with SLC7A5/LAT1 is involved in the uptake of leucine (PubMed:25998567, PubMed:30341327). When associated with LAPTM4B, the heterodimer with SLC7A5/LAT1 is recruited to lysosomes to promote leucine uptake into these organelles, and thereby mediates mTORC1 activation (PubMed:25998567). The heterodimer with SLC7A5/LAT1 may play a role in the transport of L-DOPA across the blood-brain barrier (By similarity). The heterodimer formed by SLC3A2 and SLC7A5/LAT1 or SLC3A2 and SLC7A8/LAT2 is involved in the cellular activity of small molecular weight nitrosothiols, via the stereoselective transport of L-nitrosocysteine (L-CNSO) across the transmembrane (PubMed:15769744). Together with ICAM1, regulates the transport activity of SLC7A8/LAT2 in polarized intestinal cells by generating and delivering intracellular signals (PubMed:12716892). Required for targeting of SLC7A5/LAT1 and SLC7A8/LAT2 to the plasma membrane and for channel activity (PubMed:9751058, PubMed:11311135, PubMed:30867591). Plays a role in nitric oxide synthesis in human umbilical vein endothelial cells (HUVECs) via transport of L-arginine (PubMed:14603368). May mediate blood-to-retina L-leucine transport across the inner blood-retinal barrier (By similarity). {ECO:0000250|UniProtKB:P10852, ECO:0000250|UniProtKB:Q794F9, ECO:0000269|PubMed:10391915, ECO:0000269|PubMed:10574970, ECO:0000269|PubMed:10903140, ECO:0000269|PubMed:11311135, ECO:0000269|PubMed:11389679, ECO:0000269|PubMed:11557028, ECO:0000269|PubMed:11564694, ECO:0000269|PubMed:11742812, ECO:0000269|PubMed:12117417, ECO:0000269|PubMed:12225859, ECO:0000269|PubMed:12716892, ECO:0000269|PubMed:14603368, ECO:0000269|PubMed:15769744, ECO:0000269|PubMed:15980244, ECO:0000269|PubMed:25998567, ECO:0000269|PubMed:30341327, ECO:0000269|PubMed:30867591, ECO:0000269|PubMed:9751058, ECO:0000269|PubMed:9829974, ECO:0000269|PubMed:9878049}.; FUNCTION: (Microbial infection) In case of hepatitis C virus/HCV infection, the complex formed by SLC3A2 and SLC7A5/LAT1 plays a role in HCV propagation by facilitating viral entry into host cell and increasing L-leucine uptake-mediated mTORC1 signaling activation, thereby contributing to HCV-mediated pathogenesis. {ECO:0000269|PubMed:30341327}.","SLC3A2","amino acid transport complex [GO:1990184]; anchoring junction [GO:0070161]; apical plasma membrane [GO:0016324]; apical pole of neuron [GO:0044225]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; synapse [GO:0045202]; aromatic amino acid transmembrane transporter activity [GO:0015173]; cadherin binding [GO:0045296]; calcium:sodium antiporter activity [GO:0005432]; double-stranded RNA binding [GO:0003725]; L-alanine transmembrane transporter activity [GO:0015180]; L-leucine transmembrane transporter activity [GO:0015190]; neutral amino acid transmembrane transporter activity [GO:0015175]; RNA binding [GO:0003723]; amino acid transport [GO:0006865]; calcium ion transport [GO:0006816]; carbohydrate metabolic process [GO:0005975]; L-alanine import across plasma membrane [GO:1904273]; L-leucine import across plasma membrane [GO:1903801]; leucine import across plasma membrane [GO:0098713]; leucine transport [GO:0015820]; phenylalanine transport [GO:0015823]; response to exogenous dsRNA [GO:0043330]; tryptophan transport [GO:0015827]; viral entry into host cell [GO:0046718]","O15354; Q01650; O52302; Q01650; Q9NX09; Q15125; P21333-2; P04792; O60333-2; Q5T3J3; P31153; Q9UPY5; Q9UHI5; O76024; Q96BH6","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:11742812}. Cell membrane {ECO:0000269|PubMed:10391915, ECO:0000269|PubMed:10574970, ECO:0000269|PubMed:11311135, ECO:0000269|PubMed:11389679, ECO:0000269|PubMed:11557028, ECO:0000269|PubMed:11564694, ECO:0000269|PubMed:12117417, ECO:0000269|PubMed:12225859, ECO:0000269|PubMed:15769744, ECO:0000269|PubMed:16496379, ECO:0000269|PubMed:25998567, ECO:0000269|PubMed:3476959, ECO:0000269|PubMed:3480538, ECO:0000269|PubMed:9751058, ECO:0000269|PubMed:9829974}; Single-pass type II membrane protein {ECO:0000269|PubMed:30867591}. Cell junction {ECO:0000250|UniProtKB:P10852}. Lysosome membrane {ECO:0000269|PubMed:25998567}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Localized at the plasma membrane when associated with SLC7A5/LAT1 or SLC7A8/LAT2 (PubMed:9751058, PubMed:11311135). Localized to the apical membrane of placental syncytiotrophoblastic cells (PubMed:11742812). Recruited to lysosomes by LAPTM4B (PubMed:25998567). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). Located selectively at cell-cell adhesion sites (By similarity). Colocalized with SLC7A8/LAT2 at the basolateral membrane of kidney proximal tubules and small intestine epithelia. Expressed in both luminal and abluminal membranes of brain capillary endothelial cells (By similarity). {ECO:0000250, ECO:0000269|PubMed:11311135, ECO:0000269|PubMed:11742812, ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:25998567, ECO:0000269|PubMed:9751058}.","ENST00000338663.12 [P08195-2];ENST00000377889.6 [P08195-3];ENST00000377890.6 [P08195-1];ENST00000538084.2 [P08195-4];ENST00000544377.2 [P08195-2];ENST00000680631.1 [P08195-2];ENST00000681657.1 [P08195-2];",9.19868303389348e-06
"16436","SLC43A3",0.715903522354696,6.32143868567625,40.6935178914517,4.21655583797704e-09,"Q8NBI5","Q8NBI5","reviewed","S43A3_HUMAN","Equilibrative nucleobase transporter 1 (Protein FOAP-13) (Solute carrier family 43 member 3)","SLC43A3 ENBT1 PSEC0252","FUNCTION: Sodium-independent purine-selective nucleobase transporter which mediates the equilibrative transport of extracellular purine nucleobases such as adenine, guanine and hypoxanthine (PubMed:26455426, PubMed:32339528). May regulate fatty acid (FA) transport in adipocytes, acting as a positive regulator of FA efflux and as a negative regulator of FA uptake (By similarity). {ECO:0000250|UniProtKB:A2AVZ9, ECO:0000269|PubMed:26455426, ECO:0000269|PubMed:32339528}.; FUNCTION: [Isoform 1]: Sodium-independent purine-selective nucleobase transporter which mediates the equilibrative transport of extracellular purine nucleobase adenine (PubMed:30910793). Mediates the influx and efflux of the purine nucleobase analog drug 6-mercaptopurine across the membrane (PubMed:30910793). {ECO:0000269|PubMed:30910793}.; FUNCTION: [Isoform 2]: Sodium-independent purine-selective nucleobase transporter which mediates the equilibrative transport of extracellular purine nucleobase adenine (PubMed:30910793). Mediates the influx and efflux of the purine nucleobase analog drug 6-mercaptopurine across the membrane (PubMed:30910793). {ECO:0000269|PubMed:30910793}.","SLC43A3","basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; adenine transmembrane transporter activity [GO:0015207]; fatty acid transmembrane transporter activity [GO:0015245]; guanine transmembrane transporter activity [GO:0015208]; xenobiotic transmembrane transporter activity [GO:0042910]; hypoxanthine transport [GO:0035344]","P55072","SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000269|PubMed:26455426}; Multi-pass membrane protein {ECO:0000255}.","ENST00000352187.5 [Q8NBI5-1];ENST00000395123.6 [Q8NBI5-1];ENST00000395124.6 [Q8NBI5-1];ENST00000529554.5 [Q8NBI5-1];ENST00000533524.5 [Q8NBI5-2];",7.63508944143324e-07
"16471","SLC6A15",0.98226190080122,3.69660044247017,21.3908837898427,1.0186566038393e-05,"A0A7P0T9Z9","A0A7P0T9Z9","unreviewed","A0A7P0T9Z9_HUMAN","Transporter","SLC6A15","","SLC6A15","integral component of plasma membrane [GO:0005887]; symporter activity [GO:0015293]; nitrogen compound transport [GO:0071705]; organic substance transport [GO:0071702]","","SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.","ENST00000679430.1;ENST00000680780.1;",0.000587635650285588
"16477","SLC7A1",0.674367886949929,6.05861058774034,29.957391560601,4.21590482075436e-07,"A0A024RDQ9","A0A024RDQ9","unreviewed","A0A024RDQ9_HUMAN","Solute carrier family 7 (Cationic amino acid transporter, y+ system), member 1, isoform CRA_a","SLC7A1 hCG_27802","","SLC7A1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; L-arginine transmembrane transporter activity [GO:0061459]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064]; virus receptor activity [GO:0001618]","","SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.","",3.94479591744844e-05
